Title;Kicker;Link;Img;IsNews
Hawaii Senate panel advances proposal for state-led working group to explore legal gambling;;https://www.yogonet.com/international/news/2025/04/02/100117-hawaii-senate-panel-advances-proposal-for-stateled-working-group-to-explore-legal-gambling;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/02/74216/1743599780-hawaii-legislative-session .jpg;1
Uplatform shares new Customer Journey Mapping (CJM) guide;;https://www.yogonet.com/international/news/2025/04/01/100114-uplatform-shares-new-customer-journey-mapping-cjm-guide;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/01/74183/1743514480-uplatform-cjm-guide.jpg;1
Macau’s gaming revenue flat in March, analysts revise 2025 forecasts;;https://www.yogonet.com/international/news/2025/04/01/100133-macaus-gaming-revenue-flat-in-march-analysts-revise-2025-forecasts;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/07/24/66344/1721823697-macau-vista-generica.jpg;1
Las Vegas Strip gaming revenue drops in February amid Super Bowl absence;;https://www.yogonet.com/international/news/2025/04/02/100226-las-vegas-strip-gaming-revenue-drops-in-february-amid-super-bowl-absence;https://imagenesyogonet.b-cdn.net/data/imagenes/2020/05/28/31387/1625351283-vista-las-vegas-16-strip-nevada.jpg;1
Brazil’s federal gambling regulator calls state leaders to Brasília to discuss creation of national betting system;;https://www.yogonet.com/international/news/2025/04/02/100142-brazils-federal-gambling-regulator-calls-state-leaders-to-brasilia-to-discuss-creation-of-national-betting-system;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/02/29/61994/1709214093-ministerio-hacienda-brasil-03-frente.jpg;1
Pragmatic Play renews partnership with Tomorrowland as its global sponsor;;https://www.yogonet.com/international/news/2025/04/02/100221-pragmatic-play-renews-partnership-with-tomorrowland-as-its-global-sponsor;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/02/74213/1743597590-pragmaticplay-tomorrowland-partner.jpg;1
Arizona warns of rising online casino scams targeting state residents;;https://www.yogonet.com/international/news/2025/04/02/100118-arizona-warns-of-rising-online-casino-scams-targeting-state-residents;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/18/67919/1726667246-888-mobile-poker.jpg;1
Maine tribes seek online gaming expansion as casinos warn of market disruption;;https://www.yogonet.com/international/news/2025/04/02/100125-maine-tribes-seek-online-gaming-expansion-as-casinos-warn-of-market-disruption;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/02/74214/1743599312-maine-lawmakers-interior.jpg;1
Ohio orders Kalshi, Robinhood, Crypto.com to halt sports prediction markets;;https://www.yogonet.com/international/news/2025/04/02/100231-ohio-orders-kalshi-robinhood-cryptocom-to-halt-sports-prediction-markets;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/02/74220/1743602961-tarek-mansour-co-founder-ceo-kalshi.jpg;1
SBC Summit Americas to host EDM star Steve Aoki at INFINITY Florida closing party;;https://www.yogonet.com/international/news/2025/04/02/100119-sbc-summit-americas-to-host-edm-star-steve-aoki-at-infinity-florida-closing-party;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/31/74165/1743446996-sbc-summit-americas-2025-steve-aoki-eng.jpg;1
Macau to review casino operators’ non-gaming investments as diversification push intensifies;;https://www.yogonet.com/international/news/2025/04/02/100122-macau-to-review-casino-operators-nongaming-investments-as-diversification-push-intensifies;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/03/73132/1741008089-macau-city-view-2025.jpg;1
Caesars Southern Indiana workers vote overwhelmingly to authorize strike in the middle of contract dispute;;https://www.yogonet.com/international/news/2025/04/02/100223-caesars-southern-indiana-workers-vote-overwhelmingly-to-authorize-strike-in-the-middle-of-contract-dispute;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/02/74217/1743600252-caesars-southern-indiana-entrance.jpg;1
Novomatic celebrates first-ever global installation of SAPPHIRE PACKAGE;;https://www.yogonet.com/international/news/2025/04/02/100148-novomatic-celebrates-firstever-global-installation-of-sapphire-package;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/01/74199/1743530589-novomatic-sapphire-package-casino-partouche-d-annemasse.jpg;1
Thunder Valley to host job fairs in April to fill 100 full-time, part-time positions, shares full schedule;;https://www.yogonet.com/international/news/2025/04/02/100145-thunder-valley-to-host-job-fairs-in-april-to-fill-100-fulltime-parttime-positions-shares-full-schedule;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/08/01/56571/1690913420-thunder-valley-casino-resort-california-02.jpg;1
Leaders in Compliance Conference unveils preliminary agenda;;https://www.yogonet.com/international/news/2025/04/01/100111-leaders-in-compliance-conference-unveils-preliminary-agenda;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/26/74026/1743030910-leaders-in-compliance-2025.jpg;1
GLI names Sangeeta Reddy as Vice President of new Innovation division;;https://www.yogonet.com/international/news/2025/04/02/100136-gli-names-sangeeta-reddy-as-vice-president-of-new-innovation-division;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/01/74192/1743521964-gli-sangeeta-reddy-vp-innovation.jpg;1
Ron Mendelson;;/international/columns/52-ron-mendelson;https://imagenesyogonet.b-cdn.net/data/imagenes/2020/05/20/31308/md_1625350981-columna-ron-mendelson.jpg;0
Reasons why you would want a Curacao iGaming license in 2025;;/international/news/2025/03/28/99607-reasons-why-you-would-want-a-curacao-igaming-license-in-2025;;0
Yaroslav Klymenko;;/international/columns/94-yaroslav-klymenko;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/27/74054/md_1743083634-columna-yaroslav-klymenko.jpg;0
Innovation alone isn't enough: PIN-UP Global's Yaroslav Klymenko shares...;;/international/news/2025/03/19/98192-innovation-alone-isn-39t-enough-pinup-global-39s-yaroslav-klymenko-shares-insights-from-his-two-decades-in-igaming;;0
Svetlana Kirichenko;;/international/columns/89-svetlana-kirichenko;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/10/54387/md_1683722119-columna-svetlana-kirichenko.jpg;0
How to survive a crisis? Slotegrator’s tips on business continuity and disaster...;;/international/news/2024/09/23/79332-how-to-survive-a-crisis-slotegrators-tips-on-business-continuity-and-disaster-recovery;;0
Yana Khaidukova;;/international/columns/86-yana-khaidukova;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/13/51073/md_1670939090-columna-yana-khaidukova.jpg;0
Crash games: The new era of online gambling;;/international/news/2024/07/15/73126-crash-games-the-new-era-of-online-gambling;;0
Alfredo Lazcano;;/international/columns/53-alfredo-lazcano;https://imagenesyogonet.b-cdn.net/data/imagenes/2020/06/10/31586/md_1625352064-columna-alfredo-lazcano.jpg;0
Mexico is torn between prohibition and the need for a new gambling law;;/international/news/2024/05/10/72115-mexico-is-torn-between-prohibition-and-the-need-for-a-new-gambling-law;;0
Patricia  Souto Rial;;/international/columns/93-patricia-souto-rial;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/04/08/63182/md_1712581021-columna-patricia-souto.jpg;0
Analysis: Brazil bets big on legalizing sports betting, while Quixant prepares...;;/international/news/2024/04/08/71617-analysis-brazil-bets-big-on-legalizing-sports-betting-while-quixant-prepares-to-drive-its-growth;;0
Annalisa Bloss;;/international/columns/92-annalisa-bloss;https://imagenesyogonet.b-cdn.net/data/imagenes/2024/03/15/62469/md_1710517164-columna-annalisa-bloss.jpg;0
Omnichannel excellence: Transitioning from online to land-based gaming with...;;/international/news/2024/03/15/71278-omnichannel-excellence-transitioning-from-online-to-landbased-gaming-with-quixant-;;0
Ayvar Gabidullin;;/international/columns/62-ayvar-gabidullin;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/05/30/45992/md_1653925217-columna-ayvar-gabidullin.jpg;0
Popular games, VR in esports, top technologies, and prominent markets: Slotegrator's...;;/international/news/2024/01/16/70419-popular-games-vr-in-esports-top-technologies-and-prominent-markets-slotegrator-39s-report-on-igaming-trends-in-2024;;0
Maria Bashkevich;;/international/columns/77-maria-bashkevich;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/04/13/44869/md_1649873040-columna-maria-bashkevich.jpg;0
The Future of Online Casinos: Navigating Challenges and Embracing Innovation;;/international/news/2023/08/18/68319-the-future-of-online-casinos-navigating-challenges-and-embracing-innovation;;0
Petr Stehlik;;/international/columns/80-petr-stehlik;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/06/21/46710/md_1655831261-columna-petr-stehlik.jpg;0
Slotegrator analysis: Is Anjouan the new Curaçao?;;/international/news/2023/08/01/68127-slotegrator-analysis-is-anjouan-the-new-curacao;;0
Pavlos Sideris;;/international/columns/73-pavlos-sideris;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/03/03/43101/md_1646330599-columna-pavlos-sideris.jpg;0
How can bingo affiliates help to promote safer gambling?;;/international/news/2023/05/23/67251-how-can-bingo-affiliates-help-to-promote-safer-gambling;;0
Martin Ivanov;;/international/columns/90-martin-ivanov;https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/17/54552/md_1684327493-columna-martin-ivanov.jpg;0
CT Interactive's Cascading reels games – an exciting choice for players;;/international/news/2023/05/16/67171-ct-interactive-39s-cascading-reels-games--an-exciting-choice-for-players;;0
Star Gold Coast Casino license suspension delayed until September;;https://www.yogonet.com/international/news/2025/03/31/99700-star-gold-coast-casino-license-suspension-delayed-until-september;;1
Winford Resort to debut Manila's first junket and VIP club in partnership with 888 Horsemen;;https://www.yogonet.com/international/news/2025/03/31/99711-winford-resort-to-debut-manila-39s-first-junket-and-vip-club-in-partnership-with-888-horsemen;;1
Resorts World Las Vegas lays off employees amid regulatory troubles, restructuring efforts;;https://www.yogonet.com/international/news/2025/03/28/99575-resorts-world-las-vegas-lays-off-employees-amid-regulatory-troubles-restructuring-efforts;;1
Resorts World Las Vegas fined $10.5 million for compliance failures and ties to illegal bookmakers;;https://www.yogonet.com/international/news/2025/03/28/99690-resorts-world-las-vegas-fined-105-million-for-compliance-failures-and-ties-to-illegal-bookmakers;;1
Website;;https://www.indiangamingtradeshow.com/yogonet?;;0
Circa Sports reports shift in individual pitching and hitting markets ahead of baseball season;;https://www.yogonet.com/international/news/2025/03/31/99688-circa-sports-reports-shift-in-individual-pitching-and-hitting-markets-ahead-of-baseball-season;;1
Arizona sports betting hits record $897.6 million in wagers in November;;https://www.yogonet.com/international/news/2025/03/06/96654-arizona-sports-betting-hits-record-8976-million-in-wagers-in-november;;1
MLB urges CFTC to establish integrity safeguards for sports betting exchanges;;https://www.yogonet.com/international/news/2025/03/11/97818-mlb-urges-cftc-to-establish-integrity-safeguards-for-sports-betting-exchanges;;1
Calls for legalizing basketball betting in Hong Kong resurface amid budget discussions;;https://www.yogonet.com/international/news/2025/02/18/95532-calls-for-legalizing-basketball-betting-in-hong-kong-resurface-amid-budget-discussions;;1
Novomatic;;https://issuu.com/novomatic/docs/the_world_of_gaming_92?fr=sZWE4Yzg0MDc3MjY;;0
Gaming International Online;;https://content.yudu.com/web/69r/0A43x9j/March2025/html/index.html;;0
InterGaming;;https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&edid=f818830e-ce60-42d4-a921-8794119e39f6;;0
iNTERGAMINGi;;https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&edid=1670533a-fa57-417b-9bdf-d41b7bb23c01;;0
Casino International Americano;;https://content.yudu.com/web/69r/0A2uktd/AmericanoMarApr2025/html/index.html;;0
European Casinos - The Elite;;https://www.casinoselite.com/;;0
Casinos de Latinoamérica;;https://www.casinoslatinoamerica.com/;;0
InterGame;;https://edition.pagesuite-professional.co.uk/html5/reader/production/default.aspx?pubname=&edid=733eadf6-8fff-40a2-8754-7a259c3b089f;;0
SBC Leaders;;https://issuu.com/sbc.global/docs/sbc_leaders_issue_35;;0
Casino Turismo y Entretenimiento;;https://www.revistacasinoperu.com/wp-content/uploads/2025/01/REVISTA-CASINO-ICE-BARCELONA-WEB.pdf;;0
Sports Betting Focus 2024;;https://issuu.com/gamblinginsider/docs/gambling_insider_sports_betting_focus_2025;;0
Gaming for Africa;;https://issuu.com/roybannister/docs/gaming_for_africa_-_issue_173_digital_mag;;0
Casino International;;https://content.yudu.com/web/69r/0Aixfl/CasinoFeb25/html/index.html;;0
Joc Privat;;https://www.jocprivat.com/JP/398/;;0
Azar;;https://www.azarplus.com/revista-azar-numero-479/;;0
Sector;;https://www.gestionexpo.es/xrevista429/REVISTA_429_02.html;;0
Gioco News;;https://issuu.com/gioconews/docs/gioco_news_magazine_february_2025_-_rivista_gioco_;;0
GGB Global Gaming Business;;https://viewer.joomag.com/ggb-magazine-february-2025/0670349001737695994;;0
Sports Betting Operator;;https://issuu.com/peterwhite3/docs/sbo_magazine_014_high_res;;0
Gaming America;;https://issuu.com/gamblinginsider/docs/binder1_f6c82002e51507;;0
Casino Life;;https://issuu.com/peterwhite3/docs/issue_173_casino_life_january_2025_high_res;;0
Gambling Insider;;https://issuu.com/gamblinginsider/docs/binder1_3990f02bfdd22d;;0
IMGL Magazine;;https://online.flippingbook.com/view/534868214/;;0
Infinity Gaming Magazine;;https://issuu.com/igapublication/docs/dec_2024;;0
Trafficology;;https://issuu.com/gamblinginsider/docs/trafficology_2024_final_pdf;;0
Gaming America G2E 2024 Preview;;https://issuu.com/gamblinginsider/docs/binder1_50dc5d4774e4ce;;0
Affiliate Leaders Magazine;;https://issuu.com/sbc.global/docs/affiliate_leaders_issue_1_web;;0
Payments Focus July 2024;;https://issuu.com/gamblinginsider/docs/payment_focus_jul_2024;;0
EsportsNext 2024 Guide;;https://issuu.com/premier/docs/xesta2024_weblinks;;0
Canadian Gaming Business;;https://issuu.com/sbc.global/docs/canadian_gaming_business_vol_17_no_1;;0
Gambling Insider: Asia Focus 2024;;https://issuu.com/gamblinginsider/docs/asia_focus_may_jun_2024_combined_;;0
Tribal Government Gaming 2024;;https://viewer.joomag.com/tribal-government-gaming-2024/0387195001712032063;;0
SAGSEmag Buenos Aires 2024;;https://sagselatam.com/sagse-magazine-2024/;;0
Indian Gaming Association honors late Standing Rock Sioux Chairman Ron His Horse Is Thunder;;https://www.yogonet.com/international/news/2025/04/03/100337-indian-gaming-association-honors-late-standing-rock-sioux-chairman-ron-his-horse-is-thunder;;1
Kalshi sues Nevada regulators over cease-and-desist order on event-based trading contracts;;https://www.yogonet.com/international/news/2025/04/01/100112-kalshi-sues-nevada-regulators-over-ceaseanddesist-order-on-eventbased-trading-contracts;;1
Bally’s credit rating downgraded as Chicago casino faces financial, market challenges;;https://www.yogonet.com/international/news/2025/04/01/100113-ballys-credit-rating-downgraded-as-chicago-casino-faces-financial-market-challenges;;1
UK local officials urged to take a stronger role in shaping gambling policy;;https://www.yogonet.com/international/news/2025/03/31/100000-uk-local-officials-urged-to-take-a-stronger-role-in-shaping-gambling-policy;;1
"Aristocrat Interactive: ""Our solutions help operators stay on top of player needs by providing access to real-time, accurate data""";;https://www.yogonet.com/international/news/2025/04/01/100032-aristocrat-interactive-34our-solutions-help-operators-stay-on-top-of-player-needs-by-providing-access-to-realtime-accurate-data-34;;1
"""The key to our success is EGT’s ability to adapt its products to the regulations of each autonomous community""";;https://www.yogonet.com/international/news/2025/03/31/100005--34the-key-to-our-success-is-egts-ability-to-adapt-its-products-to-the-regulations-of-each-autonomous-community-34;;1
"""Our certification in Brazil demonstrates BGaming’s serious commitment to the region""";;https://www.yogonet.com/international/news/2025/03/27/99466--34our-certification-in-brazil-demonstrates-bgamings-serious-commitment-to-the-region-34;;1
"""UX design plays a crucial role in turning a standard online experience into a differentiated online experience""";;https://www.yogonet.com/international/news/2025/03/25/99370--34ux-design-plays-a-crucial-role-in-turning-a-standard-online-experience-into-a-differentiated-online-experience-34;;1
Slotegrator expands partner network by teaming up with international games provider PHOENIX 7;;https://www.yogonet.com/international/news/2025/04/02/100138-slotegrator-expands-partner-network-by-teaming-up-with-international-games-provider-phoenix-7;https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/01/74194/1743525898-slotegrator-phoenix-7.jpg;1
Nevada’s tourism industry powers $98 billion economic boost in 2024;;https://www.yogonet.com/international/news/2025/03/27/99576-nevadas-tourism-industry-powers-98-billion-economic-boost-in-2024;https://imagenesyogonet.b-cdn.net/data/imagenes/2022/08/12/48200/1660317329-vista-las-vegas-22-strip-nevada.jpg;1
About Us;;https://www.yogonet.com/international/about-us/;;0
MEDIAKIT;;https://www.yogonet.com/mediakit/;;0
Contact Us;;https://www.yogonet.com/international/contact-us/;;0
Newsletter;;https://www.yogonet.com/international/newsletter/;;0
SITEMAP;;https://www.yogonet.com/sitemap.xml;;0
Terms & Conditions;;https://www.yogonet.com/international/terms-and-conditions/;;0
TEL. +54 11 5235 3938;;tel:+54 11 5235 3938;;0
Subscribe to our RSS;;https://www.yogonet.com/international/rss/;;0
